,#RIC,Date[G],Time[G],GMT Offset,Type,Ex/Cntrb.ID,Price,Volume,Buyer ID,Bid Price,Bid Size,No. Buyers,Seller ID,Ask Price,Ask Size,No. Sellers,Qualifiers,Exch Time
113,NOKI.ST,20090701,07:01:10.911641,2,Quote,,,,,,,,,,17808.0,,,
114,NOKI.ST,20090701,07:01:11.513742,2,Quote,,,,,,,,,,11808.0,,,
115,NOKI.ST,20090701,07:01:11.563351,2,Quote,,,,,,,,,113.4,4000.0,,,
116,NOKI.ST,20090701,07:01:11.563351,2,Quote,,,,,113.2,930.0,,,,,,,
117,NOKI.ST,20090701,07:01:11.698185,2,Quote,,,,,113.4,3591.0,,,,,,,
118,NOKI.ST,20090701,07:01:11.698185,2,Quote,,,,,,,,,,15808.0,,,
119,NOKI.ST,20090701,07:01:12.694732,2,Quote,,,,,,,,,,13808.0,,,
120,NOKI.ST,20090701,07:01:12.776818,2,Quote,,,,,,,,,,4308.0,,,
121,NOKI.ST,20090701,07:01:12.834280,2,Quote,,,,,,,,,,6308.0,,,
122,NOKI.ST,20090701,07:01:15.171920,2,Quote,,,,,,,,,,15808.0,,,
123,NOKI.ST,20090701,07:01:15.874391,2,Quote,,,,,,,,,,13808.0,,,
124,NOKI.ST,20090701,07:01:15.874391,2,Quote,,,,,113.2,930.0,,,,,,,
125,NOKI.ST,20090701,07:01:15.916213,2,Quote,,,,,113.3,3591.0,,,,,,,
126,NOKI.ST,20090701,07:01:15.916213,2,Quote,,,,,,,,,113.3,6308.0,,,
127,NOKI.ST,20090701,07:01:16.024388,2,Quote,,,,,,,,,,15808.0,,,
128,NOKI.ST,20090701,07:01:16.873475,2,Quote,,,,,,,,,,6308.0,,,
129,NOKI.ST,20090701,07:01:24.689607,2,Quote,,,,,,,,,,8808.0,,,
130,NOKI.ST,20090701,07:01:26.803591,2,Quote,,,,,,,,,,6308.0,,,
131,NOKI.ST,20090701,07:01:28.601734,2,Quote,,,,,,,,,,8808.0,,,
132,NOKI.ST,20090701,07:01:30.395564,2,Quote,,,,,,,,,113.4,15500.0,,,
133,NOKI.ST,20090701,07:01:30.395564,2,Quote,,,,,113.2,930.0,,,,,,,
134,NOKI.ST,20090701,07:01:30.395564,2,Quote,,,,,113.4,3591.0,,,,,,,
135,NOKI.ST,20090701,07:01:30.416800,2,Quote,,,,,,,,,,18308.0,,,
136,NOKI.ST,20090701,07:01:30.416800,2,Quote,,,,,,,,,,8808.0,,,
137,NOKI.ST,20090701,07:01:30.434439,2,Quote,,,,,,,,,,6808.0,,,
138,NOKI.ST,20090701,07:01:30.664171,2,Quote,,,,,,,,,,4308.0,,,
139,NOKI.ST,20090701,07:01:31.663323,2,Quote,,,,,,,,,113.5,15500.0,,,
140,NOKI.ST,20090701,07:01:31.663323,2,Quote,,,,,113.5,2744.0,,,,,,,
141,NOKI.ST,20090701,07:01:31.663323,2,Quote,,,,,,,,,,17808.0,,,
142,NOKI.ST,20090701,07:01:33.328487,2,Quote,,,,,,,,,,20308.0,,,
143,NOKI.ST,20090701,07:01:35.476785,2,Quote,,,,,,,,,,10808.0,,,
144,NOKI.ST,20090701,07:01:37.346146,2,Quote,,,,,,,,,,20308.0,,,
145,NOKI.ST,20090701,07:01:42.864056,2,Quote,,,,,,,,,,18308.0,,,
146,NOKI.ST,20090701,07:01:42.864056,2,Quote,,,,,,,,,,16308.0,,,
147,NOKI.ST,20090701,07:01:42.864056,2,Quote,,,,,,,,,,18308.0,,,
148,NOKI.ST,20090701,07:01:42.981281,2,Quote,,,,,,,,,,8808.0,,,
149,NOKI.ST,20090701,07:01:43.499918,2,Quote,,,,,,,,,,10808.0,,,
150,NOKI.ST,20090701,07:01:48.054798,2,Quote,,,,,,,,,,8808.0,,,
151,NOKI.ST,20090701,07:01:48.623671,2,Quote,,,,,,,,,,6308.0,,,
152,NOKI.ST,20090701,07:01:51.588818,2,Quote,,,,,,,,,,4308.0,,,
153,NOKI.ST,20090701,07:01:54.338739,2,Quote,,,,,,2816.0,,,,,,,
154,NOKI.ST,20090701,07:01:57.196148,2,Quote,,,,,,2906.0,,,,,,,
155,NOKI.ST,20090701,07:02:05.261435,2,Quote,,,,,,2978.0,,,,,,,
156,NOKI.ST,20090701,07:02:05.397364,2,Quote,,,,,,,,,,5951.0,,,
157,NOKI.ST,20090701,07:02:09.225599,2,Quote,,,,,113.4,847.0,,,,,,,
